PO;NGC 2937;Arp;142
PO;NGC 2936;Arp;142
PO;MAC 0937+0246;Arp;142
PO;NGC 2445;Arp;143
PO;NGC 2444;Arp;143
PO;NGC 7828;Arp;144
PO;NGC 7829;Arp;144
PO;PGC 509;Arp;146
PO;PGC 510;Arp;146
PO;IC 298;Arp;147
PO;IC 298A;Arp;147
